code_module,code_presentation,id_student,label
AAA,2013J,324282,0
AAA,2013J,331358,1
AAA,2013J,332789,0
AAA,2013J,333059,0
AAA,2013J,333323,0
AAA,2013J,334259,0
AAA,2013J,334333,1
AAA,2013J,335764,1
AAA,2013J,336207,0
AAA,2013J,339972,0
AAA,2013J,341872,0
AAA,2013J,342007,1
AAA,2013J,342514,0
AAA,2013J,342972,0
AAA,2013J,343446,0
AAA,2013J,344282,0
AAA,2013J,345068,0
AAA,2013J,345357,0
AAA,2013J,346025,0
AAA,2013J,346843,0
AAA,2013J,350188,0
AAA,2013J,354858,1
AAA,2013J,357668,0
AAA,2013J,364177,0
AAA,2013J,365244,0
AAA,2013J,365642,0
AAA,2013J,366483,0
AAA,2013J,368194,0
AAA,2013J,368824,0
AAA,2013J,368963,0
AAA,2013J,376439,0
AAA,2013J,376581,0
AAA,2013J,380953,0
AAA,2013J,383254,0
AAA,2013J,386924,0
AAA,2013J,386952,0
AAA,2013J,388722,0
AAA,2013J,388885,0
AAA,2013J,390890,1
AAA,2013J,392756,0
AAA,2013J,392931,0
AAA,2013J,393207,0
AAA,2013J,396872,0
AAA,2013J,398552,0
AAA,2013J,401869,0
AAA,2013J,402470,0
AAA,2013J,404804,0
AAA,2013J,405088,0
AAA,2013J,405961,1
AAA,2013J,414117,0
AAA,2013J,415969,1
AAA,2013J,420087,0
AAA,2013J,429958,0
AAA,2013J,441018,0
AAA,2013J,441888,0
AAA,2013J,442442,1
AAA,2013J,444677,0
AAA,2013J,470588,1
AAA,2013J,489455,0
AAA,2013J,494424,0
AAA,2013J,495284,0
AAA,2013J,498857,0
AAA,2013J,508818,0
AAA,2013J,512460,0
AAA,2013J,544103,0
AAA,2013J,550383,0
AAA,2013J,564450,0
AAA,2013J,568601,1
AAA,2013J,572652,0
AAA,2013J,580389,0
AAA,2013J,581129,0
AAA,2013J,588775,0
AAA,2013J,591774,0
AAA,2013J,603861,1
AAA,2013J,606143,0
AAA,2013J,704156,0
AAA,2013J,705379,0
AAA,2013J,721259,1
AAA,2013J,749412,0
AAA,2013J,760729,0
AAA,2013J,905042,0
AAA,2013J,949618,0
AAA,2013J,958987,0
AAA,2013J,968578,0
AAA,2013J,969076,1
AAA,2013J,971027,0
AAA,2013J,978739,0
AAA,2013J,1035023,0
AAA,2013J,1105478,0
AAA,2013J,1352868,1
AAA,2013J,1401935,0
AAA,2013J,1402638,0
AAA,2013J,1414443,0
AAA,2013J,1456619,1
AAA,2013J,1465690,0
AAA,2013J,1472925,0
AAA,2013J,1488959,0
AAA,2013J,1518989,0
AAA,2013J,1618738,0
AAA,2013J,1620151,0
AAA,2013J,1626710,0
AAA,2013J,1640609,0
AAA,2013J,1686521,1
AAA,2013J,1729319,0
AAA,2013J,1746134,0
AAA,2013J,1758449,1
AAA,2013J,1763015,1
AAA,2013J,1765788,0
AAA,2013J,1801229,0
AAA,2013J,1801641,0
AAA,2013J,1847830,0
AAA,2013J,1860318,0
AAA,2013J,1889511,0
AAA,2013J,1889577,0
AAA,2013J,1894188,0
AAA,2013J,1938355,0
AAA,2013J,1942396,0
AAA,2013J,1970390,1
AAA,2013J,1976139,0
AAA,2013J,2011876,0
AAA,2013J,2012966,0
AAA,2013J,2051699,0
AAA,2013J,2062879,0
AAA,2013J,2065691,1
AAA,2013J,2073016,1
AAA,2013J,2080474,0
AAA,2013J,2083877,0
AAA,2013J,2084066,0
AAA,2013J,2104505,0
AAA,2013J,2122180,0
AAA,2013J,2139353,1
AAA,2013J,2143752,0
AAA,2013J,2146792,0
AAA,2013J,2149225,1
AAA,2013J,2153153,0
AAA,2013J,2155014,0
AAA,2013J,2164705,0
AAA,2013J,2171627,0
AAA,2013J,2182846,0
AAA,2013J,2194100,0
AAA,2013J,2197016,0
AAA,2013J,2208424,0
AAA,2013J,2229865,0
AAA,2013J,2255601,1
AAA,2013J,2268379,0
AAA,2013J,2278464,0
AAA,2013J,2293923,0
AAA,2013J,2312620,1
AAA,2013J,2318055,1
AAA,2013J,2324976,1
AAA,2013J,2329342,0
AAA,2013J,2339528,0
AAA,2013J,2342426,0
AAA,2013J,2344901,0
AAA,2013J,2358056,0
AAA,2013J,2358969,1
AAA,2013J,2364471,0
AAA,2013J,2365101,1
AAA,2013J,2367155,0
AAA,2013J,2369266,0
AAA,2013J,2376496,0
AAA,2013J,2391984,1
AAA,2013J,2411661,0
AAA,2013J,2411778,1
AAA,2013J,2412002,0
AAA,2013J,2412967,0
AAA,2013J,2429854,1
AAA,2013J,2437837,0
AAA,2013J,2449878,0
AAA,2013J,2456480,0
AAA,2013J,2457256,0
AAA,2013J,2458355,0
AAA,2013J,2460080,0
AAA,2013J,2461190,0
AAA,2013J,2469673,0
AAA,2013J,2470694,1
AAA,2013J,2479954,0
AAA,2013J,2481901,0
AAA,2013J,2482700,0
AAA,2013J,2486127,0
AAA,2013J,2498700,0
AAA,2013J,2516503,0
AAA,2013J,2518069,0
AAA,2013J,2521459,0
AAA,2013J,2523736,0
AAA,2013J,2529279,0
AAA,2013J,2532302,0
AAA,2013J,2536991,0
AAA,2013J,2542724,1
AAA,2013J,2550279,0
AAA,2013J,2551220,0
AAA,2013J,2552472,1
AAA,2013J,2555340,0
AAA,2013J,2557283,0
AAA,2013J,2559575,0
AAA,2013J,2562034,0
AAA,2013J,2566163,0
AAA,2013J,2566592,0
AAA,2013J,2569324,1
AAA,2013J,2574528,0
AAA,2013J,2574583,0
AAA,2013J,2576122,1
AAA,2013J,2578995,0
AAA,2013J,2586560,0
AAA,2013J,2594139,0
AAA,2013J,2598871,0
AAA,2013J,2599352,0
AAA,2013J,2600688,0
AAA,2013J,2606098,0
AAA,2013J,2613116,0
AAA,2013J,2617002,0
AAA,2013J,2620584,0
AAA,2013J,2639449,0
AAA,2013J,2639540,0
AAA,2013J,2639641,0
AAA,2013J,2641155,0
AAA,2013J,2643002,0
AAA,2013J,2645733,0
AAA,2013J,2649826,0
AAA,2013J,2650282,0
AAA,2013J,2664024,0
AAA,2013J,2666246,0
AAA,2013J,2669816,0
AAA,2013J,2671132,0
AAA,2013J,2676809,0
AAA,2013J,2678643,0
AAA,2013J,2685865,0
AAA,2013J,2688067,0
AAA,2013J,2689958,0
AAA,2013J,2691206,0
AAA,2013J,2691244,0
AAA,2013J,2694424,0
AAA,2013J,2698257,0
AAA,2014J,6516,0
AAA,2014J,24734,0
AAA,2014J,26192,0
AAA,2014J,28061,0
AAA,2014J,31600,0
AAA,2014J,46844,0
AAA,2014J,52765,0
AAA,2014J,55104,0
AAA,2014J,58071,0
AAA,2014J,58316,0
AAA,2014J,62487,0
AAA,2014J,63165,0
AAA,2014J,65002,0
AAA,2014J,70011,0
AAA,2014J,75255,0
AAA,2014J,79403,1
AAA,2014J,85092,0
AAA,2014J,85144,0
AAA,2014J,85302,0
AAA,2014J,87431,1
AAA,2014J,94961,0
AAA,2014J,95755,1
AAA,2014J,101116,0
AAA,2014J,107489,0
AAA,2014J,108872,0
AAA,2014J,109155,0
AAA,2014J,111512,0
AAA,2014J,117818,0
AAA,2014J,119902,1
AAA,2014J,121349,0
AAA,2014J,124064,0
AAA,2014J,125018,0
AAA,2014J,129955,1
AAA,2014J,130034,0
AAA,2014J,130547,0
AAA,2014J,130636,0
AAA,2014J,131390,0
AAA,2014J,133816,0
AAA,2014J,133922,0
AAA,2014J,135335,1
AAA,2014J,135400,0
AAA,2014J,135471,0
AAA,2014J,139033,0
AAA,2014J,141377,0
AAA,2014J,141506,0
AAA,2014J,146503,0
AAA,2014J,147756,0
AAA,2014J,148993,0
AAA,2014J,149741,0
AAA,2014J,149962,0
AAA,2014J,151587,1
AAA,2014J,152668,1
AAA,2014J,155984,0
AAA,2014J,158707,1
AAA,2014J,159954,1
AAA,2014J,164944,0
AAA,2014J,165226,0
AAA,2014J,167961,0
AAA,2014J,174024,0
AAA,2014J,174094,0
AAA,2014J,174745,0
AAA,2014J,175447,0
AAA,2014J,175772,1
AAA,2014J,183057,0
AAA,2014J,185350,0
AAA,2014J,188278,0
AAA,2014J,199636,0
AAA,2014J,199897,0
AAA,2014J,200804,0
AAA,2014J,205494,0
AAA,2014J,228021,0
AAA,2014J,228383,0
AAA,2014J,232307,0
AAA,2014J,235068,0
AAA,2014J,235507,0
AAA,2014J,236875,0
AAA,2014J,237274,0
AAA,2014J,243510,0
AAA,2014J,244246,0
AAA,2014J,248581,0
AAA,2014J,252073,0
AAA,2014J,254625,0
AAA,2014J,258587,0
AAA,2014J,260355,1
AAA,2014J,260623,0
AAA,2014J,263251,0
AAA,2014J,263543,0
AAA,2014J,263952,0
AAA,2014J,266524,0
AAA,2014J,268733,0
AAA,2014J,273346,0
AAA,2014J,274947,1
AAA,2014J,275674,1
AAA,2014J,275792,0
AAA,2014J,277123,0
AAA,2014J,277880,1
AAA,2014J,281077,0
AAA,2014J,281636,0
AAA,2014J,285315,0
AAA,2014J,287040,0
AAA,2014J,287204,0
AAA,2014J,287210,0
AAA,2014J,288994,0
AAA,2014J,289449,0
AAA,2014J,290164,0
AAA,2014J,292525,0
AAA,2014J,292775,0
AAA,2014J,293824,0
AAA,2014J,294496,0
AAA,2014J,294655,0
AAA,2014J,295060,0
AAA,2014J,295075,0
AAA,2014J,296424,0
AAA,2014J,298034,0
AAA,2014J,298838,0
AAA,2014J,301967,0
AAA,2014J,302476,0
AAA,2014J,303521,0
AAA,2014J,303985,0
AAA,2014J,304465,0
AAA,2014J,306646,0
AAA,2014J,309142,0
AAA,2014J,310412,0
AAA,2014J,311235,0
AAA,2014J,311659,0
AAA,2014J,313937,0
AAA,2014J,315076,0
AAA,2014J,315744,0
AAA,2014J,323370,0
AAA,2014J,323805,1
AAA,2014J,328024,0
AAA,2014J,328734,1
AAA,2014J,329659,0
AAA,2014J,330594,0
AAA,2014J,331358,0
AAA,2014J,332884,0
AAA,2014J,334441,0
AAA,2014J,335247,0
AAA,2014J,335764,0
AAA,2014J,337748,1
AAA,2014J,338407,0
AAA,2014J,341876,1
AAA,2014J,342007,0
AAA,2014J,345440,0
AAA,2014J,345519,0
AAA,2014J,346118,0
AAA,2014J,348275,1
AAA,2014J,348807,0
AAA,2014J,350156,0
AAA,2014J,350939,0
AAA,2014J,351336,0
AAA,2014J,353665,0
AAA,2014J,354170,0
AAA,2014J,356170,0
AAA,2014J,358182,0
AAA,2014J,364957,0
AAA,2014J,369834,1
AAA,2014J,371710,0
AAA,2014J,373872,0
AAA,2014J,375260,0
AAA,2014J,375646,0
AAA,2014J,377546,0
AAA,2014J,381642,1
AAA,2014J,382095,0
AAA,2014J,383180,1
AAA,2014J,383600,0
AAA,2014J,383723,0
AAA,2014J,384203,0
AAA,2014J,384725,0
AAA,2014J,387533,0
AAA,2014J,387954,1
AAA,2014J,388147,0
AAA,2014J,390890,0
AAA,2014J,391249,0
AAA,2014J,396599,0
AAA,2014J,396655,0
AAA,2014J,398171,0
AAA,2014J,398349,0
AAA,2014J,400147,0
AAA,2014J,400682,0
AAA,2014J,401404,0
AAA,2014J,402204,0
AAA,2014J,402727,0
AAA,2014J,402961,0
AAA,2014J,404356,0
AAA,2014J,406671,0
AAA,2014J,406682,0
AAA,2014J,409100,0
AAA,2014J,409703,0
AAA,2014J,410092,0
AAA,2014J,411971,0
AAA,2014J,415969,0
AAA,2014J,418731,0
AAA,2014J,421455,0
AAA,2014J,424577,0
AAA,2014J,429858,0
AAA,2014J,431025,0
AAA,2014J,439305,0
AAA,2014J,440319,1
AAA,2014J,442064,0
AAA,2014J,442132,0
AAA,2014J,446108,0
AAA,2014J,447481,0
AAA,2014J,468120,0
AAA,2014J,468694,1
AAA,2014J,470588,1
AAA,2014J,470982,0
AAA,2014J,476603,0
AAA,2014J,481022,0
AAA,2014J,483800,0
AAA,2014J,484897,0
AAA,2014J,485962,0
AAA,2014J,488382,1
AAA,2014J,488990,0
AAA,2014J,500113,0
AAA,2014J,503889,0
AAA,2014J,514526,1
AAA,2014J,518808,0
AAA,2014J,522482,1
AAA,2014J,527100,0
AAA,2014J,527801,0
AAA,2014J,533068,0
AAA,2014J,537081,0
AAA,2014J,544253,0
AAA,2014J,548120,0
AAA,2014J,561467,1
AAA,2014J,567922,1
AAA,2014J,569505,0
AAA,2014J,570317,0
AAA,2014J,574505,0
AAA,2014J,588477,0
AAA,2014J,593846,1
AAA,2014J,593987,0
AAA,2014J,596288,0
AAA,2014J,598070,1
AAA,2014J,603834,0
AAA,2014J,603861,1
AAA,2014J,608440,1
AAA,2014J,623710,1
AAA,2014J,623840,0
AAA,2014J,626240,0
AAA,2014J,628088,1
AAA,2014J,628312,1
AAA,2014J,630142,1
AAA,2014J,637665,0
AAA,2014J,639053,0
AAA,2014J,642878,1
AAA,2014J,648130,1
AAA,2014J,676546,1
AAA,2014J,677186,0
AAA,2014J,677281,0
AAA,2014J,684180,0
AAA,2014J,687698,0
AAA,2014J,696073,0
AAA,2014J,696578,1
AAA,2014J,721259,1
AAA,2014J,852847,0
AAA,2014J,998493,0
AAA,2014J,1045203,0
AAA,2014J,1112555,0
AAA,2014J,1183831,1
AAA,2014J,1268696,0
AAA,2014J,1336190,0
AAA,2014J,1352868,0
AAA,2014J,1398979,1
AAA,2014J,1456619,1
AAA,2014J,1469279,1
AAA,2014J,1471214,0
AAA,2014J,1472925,0
AAA,2014J,1484804,0
AAA,2014J,1511033,0
AAA,2014J,1576513,0
AAA,2014J,1609002,0
AAA,2014J,1629771,0
AAA,2014J,1676594,1
AAA,2014J,1686551,1
AAA,2014J,1689639,1
AAA,2014J,1715896,0
AAA,2014J,1721270,0
AAA,2014J,1757766,0
AAA,2014J,1773377,0
AAA,2014J,1799111,0
AAA,2014J,1818673,0
AAA,2014J,1839386,1
AAA,2014J,1926668,0
AAA,2014J,1947156,0
AAA,2014J,1967783,0
AAA,2014J,1970390,0
AAA,2014J,1975209,0
AAA,2014J,2010232,0
AAA,2014J,2045084,0
AAA,2014J,2057803,0
AAA,2014J,2073016,0
AAA,2014J,2085209,0
AAA,2014J,2086400,0
AAA,2014J,2139353,0
AAA,2014J,2148681,0
AAA,2014J,2158048,1
AAA,2014J,2158196,1
AAA,2014J,2165164,0
AAA,2014J,2168833,1
AAA,2014J,2207874,0
AAA,2014J,2240349,0
AAA,2014J,2244332,0
AAA,2014J,2273119,1
AAA,2014J,2277857,0
AAA,2014J,2297896,0
AAA,2014J,2313257,1
AAA,2014J,2318055,0
AAA,2014J,2330254,0
AAA,2014J,2355470,0
AAA,2014J,2358969,0
AAA,2014J,2363863,0
AAA,2014J,2365101,1
AAA,2014J,2369415,0
AAA,2014J,2375975,0
AAA,2014J,2397661,0
AAA,2014J,2398313,0
AAA,2014J,2404408,0
AAA,2014J,2425993,0
AAA,2014J,2429854,0
AAA,2014J,2432796,0
AAA,2014J,2434159,0
AAA,2014J,2436812,0
AAA,2014J,2467267,0
AAA,2014J,2470694,0
AAA,2014J,2473538,0
AAA,2014J,2474849,1
AAA,2014J,2494700,0
AAA,2014J,2500258,0
AAA,2014J,2507842,1
AAA,2014J,2509639,0
AAA,2014J,2514368,0
AAA,2014J,2514898,0
AAA,2014J,2521865,0
AAA,2014J,2522927,0
AAA,2014J,2540168,1
AAA,2014J,2546445,1
AAA,2014J,2551797,0
AAA,2014J,2551932,1
AAA,2014J,2569324,0
AAA,2014J,2574990,0
AAA,2014J,2576122,0
AAA,2014J,2578676,0
AAA,2014J,2581477,0
AAA,2014J,2584873,0
AAA,2014J,2595841,0
AAA,2014J,2596621,0
AAA,2014J,2601889,0
AAA,2014J,2602338,0
AAA,2014J,2606802,0
AAA,2014J,2624961,0
AAA,2014J,2630087,1
AAA,2014J,2633226,0
AAA,2014J,2642616,0
AAA,2014J,2642935,0
AAA,2014J,2648611,0
AAA,2014J,2649800,0
AAA,2014J,2654628,0
AAA,2014J,2677624,0
AAA,2014J,2680312,0
AAA,2014J,2688166,0
AAA,2014J,2690062,1
AAA,2014J,2692514,0
AAA,2014J,2694788,0
BBB,2013B,23629,0
BBB,2013B,25107,0
BBB,2013B,27891,1
BBB,2013B,29144,0
BBB,2013B,31663,0
BBB,2013B,33666,1
BBB,2013B,34229,0
BBB,2013B,34353,0
BBB,2013B,34431,1
BBB,2013B,34694,1
BBB,2013B,34756,1
BBB,2013B,34863,0
BBB,2013B,35812,0
BBB,2013B,39655,0
BBB,2013B,50993,0
BBB,2013B,52899,1
BBB,2013B,58089,0
BBB,2013B,62631,0
BBB,2013B,70608,0
BBB,2013B,71433,0
BBB,2013B,72070,1
BBB,2013B,74695,0
BBB,2013B,74734,0
BBB,2013B,75399,0
BBB,2013B,78645,0
BBB,2013B,79378,0
BBB,2013B,82535,0
BBB,2013B,82741,0
BBB,2013B,83254,0
BBB,2013B,84245,0
BBB,2013B,84664,0
BBB,2013B,86291,1
BBB,2013B,87604,1
BBB,2013B,87732,0
BBB,2013B,88580,1
BBB,2013B,91322,0
BBB,2013B,92274,1
BBB,2013B,92832,0
BBB,2013B,92947,0
BBB,2013B,92993,0
BBB,2013B,94616,0
BBB,2013B,96291,1
BBB,2013B,97154,0
BBB,2013B,98313,0
BBB,2013B,102849,1
BBB,2013B,104054,0
BBB,2013B,108377,0
BBB,2013B,108589,0
BBB,2013B,109938,0
BBB,2013B,110881,0
BBB,2013B,116603,0
BBB,2013B,117071,0
BBB,2013B,120994,0
BBB,2013B,122524,0
BBB,2013B,123379,1
BBB,2013B,123860,0
BBB,2013B,126322,0
BBB,2013B,126411,0
BBB,2013B,127209,1
BBB,2013B,128776,1
BBB,2013B,133155,0
BBB,2013B,133531,0
BBB,2013B,133748,0
BBB,2013B,141823,1
BBB,2013B,142324,0
BBB,2013B,143741,0
BBB,2013B,143854,1
BBB,2013B,145544,0
BBB,2013B,147876,0
BBB,2013B,151697,0
BBB,2013B,152153,1
BBB,2013B,152910,0
BBB,2013B,152929,0
BBB,2013B,153212,0
BBB,2013B,153704,1
BBB,2013B,154027,0
BBB,2013B,154125,0
BBB,2013B,154540,0
BBB,2013B,155735,1
BBB,2013B,156835,0
BBB,2013B,161678,0
BBB,2013B,165243,0
BBB,2013B,169515,1
BBB,2013B,170356,1
BBB,2013B,171377,0
BBB,2013B,173316,0
BBB,2013B,173335,0
BBB,2013B,174321,1
BBB,2013B,177639,1
BBB,2013B,179605,1
BBB,2013B,182824,0
BBB,2013B,183806,0
BBB,2013B,185240,1
BBB,2013B,185349,0
BBB,2013B,186670,0
BBB,2013B,186780,1
BBB,2013B,186988,0
BBB,2013B,187793,0
BBB,2013B,188152,0
BBB,2013B,192424,0
BBB,2013B,193822,0
BBB,2013B,197595,0
BBB,2013B,198956,0
BBB,2013B,199520,0
BBB,2013B,200863,1
BBB,2013B,200905,0
BBB,2013B,203108,0
BBB,2013B,203481,0
BBB,2013B,203652,0
BBB,2013B,204746,0
BBB,2013B,205231,0
BBB,2013B,226374,0
BBB,2013B,226827,0
BBB,2013B,228049,1
BBB,2013B,228235,1
BBB,2013B,229240,0
BBB,2013B,229426,0
BBB,2013B,230348,1
BBB,2013B,232600,1
BBB,2013B,232695,0
BBB,2013B,232745,1
BBB,2013B,235097,0
BBB,2013B,237304,0
BBB,2013B,237913,0
BBB,2013B,242149,1
BBB,2013B,245404,0
BBB,2013B,247267,0
BBB,2013B,248103,0
BBB,2013B,249534,0
BBB,2013B,251351,0
BBB,2013B,252340,0
BBB,2013B,252652,1
BBB,2013B,253250,1
BBB,2013B,255347,0
BBB,2013B,255998,0
BBB,2013B,256215,1
BBB,2013B,258402,1
BBB,2013B,259182,1
BBB,2013B,262294,1
BBB,2013B,262454,0
BBB,2013B,262741,0
BBB,2013B,263499,0
BBB,2013B,263531,1
BBB,2013B,265405,1
BBB,2013B,265958,1
BBB,2013B,267761,0
BBB,2013B,267853,0
BBB,2013B,269076,1
BBB,2013B,269289,1
BBB,2013B,270399,0
BBB,2013B,270567,0
BBB,2013B,271036,0
BBB,2013B,272580,0
BBB,2013B,273731,0
BBB,2013B,273877,0
BBB,2013B,276717,0
BBB,2013B,277733,0
BBB,2013B,278447,0
BBB,2013B,280962,0
BBB,2013B,281564,0
BBB,2013B,284076,0
BBB,2013B,285633,0
BBB,2013B,285912,0
BBB,2013B,288380,0
BBB,2013B,288990,1
BBB,2013B,290550,0
BBB,2013B,291037,0
BBB,2013B,291194,0
BBB,2013B,291701,1
BBB,2013B,292027,1
BBB,2013B,294381,0
BBB,2013B,294961,0
BBB,2013B,294999,1
BBB,2013B,295754,0
BBB,2013B,296408,1
BBB,2013B,297484,0
BBB,2013B,298322,0
BBB,2013B,298476,0
BBB,2013B,299561,1
BBB,2013B,302550,1
BBB,2013B,305945,1
BBB,2013B,306886,0
BBB,2013B,306984,1
BBB,2013B,309175,0
BBB,2013B,309709,0
BBB,2013B,309734,0
BBB,2013B,311042,1
BBB,2013B,312141,0
BBB,2013B,313810,0
BBB,2013B,315186,0
BBB,2013B,316841,0
BBB,2013B,318056,0
BBB,2013B,318101,0
BBB,2013B,319209,0
BBB,2013B,322745,0
BBB,2013B,322960,1
BBB,2013B,323914,0
BBB,2013B,324236,1
BBB,2013B,325511,0
BBB,2013B,325879,0
BBB,2013B,326012,0
BBB,2013B,329226,0
BBB,2013B,329321,0
BBB,2013B,329800,0
BBB,2013B,330376,1
BBB,2013B,331354,0
BBB,2013B,331844,0
BBB,2013B,333129,0
BBB,2013B,333837,1
BBB,2013B,334291,0
BBB,2013B,334794,1
BBB,2013B,335421,0
BBB,2013B,335600,0
BBB,2013B,335910,0
BBB,2013B,336165,0
BBB,2013B,338056,0
BBB,2013B,338861,0
BBB,2013B,338912,1
BBB,2013B,339379,0
BBB,2013B,339526,1
BBB,2013B,339946,1
BBB,2013B,340378,1
BBB,2013B,340831,1
BBB,2013B,341040,1
BBB,2013B,341229,0
BBB,2013B,341235,1
BBB,2013B,341509,0
BBB,2013B,349040,1
BBB,2013B,349424,0
BBB,2013B,350622,0
BBB,2013B,350795,0
BBB,2013B,351271,0
BBB,2013B,351290,0
BBB,2013B,351543,0
BBB,2013B,352161,1
BBB,2013B,352364,0
BBB,2013B,353093,0
BBB,2013B,353352,0
BBB,2013B,353918,1
BBB,2013B,354058,0
BBB,2013B,354815,1
BBB,2013B,354895,1
BBB,2013B,355369,1
BBB,2013B,355998,0
BBB,2013B,357030,1
BBB,2013B,357038,0
BBB,2013B,357928,0
BBB,2013B,359170,1
BBB,2013B,360188,0
BBB,2013B,360489,1
BBB,2013B,360877,0
BBB,2013B,361603,0
BBB,2013B,362760,0
BBB,2013B,362877,1
BBB,2013B,363401,0
BBB,2013B,363416,0
BBB,2013B,363660,0
BBB,2013B,364323,1
BBB,2013B,365439,0
BBB,2013B,365452,0
BBB,2013B,365488,0
BBB,2013B,365707,0
BBB,2013B,366821,0
BBB,2013B,367304,0
BBB,2013B,367348,0
BBB,2013B,367609,0
BBB,2013B,368439,0
BBB,2013B,369212,1
BBB,2013B,370302,0
BBB,2013B,370720,0
BBB,2013B,371679,0
BBB,2013B,372624,1
BBB,2013B,374102,0
BBB,2013B,374234,0
BBB,2013B,375312,1
BBB,2013B,376617,0
BBB,2013B,377695,1
BBB,2013B,377759,0
BBB,2013B,377846,0
BBB,2013B,377905,0
BBB,2013B,378462,0
BBB,2013B,378543,0
BBB,2013B,378721,1
BBB,2013B,379402,0
BBB,2013B,379405,1
BBB,2013B,380151,1
BBB,2013B,381640,0
BBB,2013B,381722,1
BBB,2013B,383828,1
BBB,2013B,384678,0
BBB,2013B,384909,1
BBB,2013B,385034,1
BBB,2013B,386348,0
BBB,2013B,386957,0
BBB,2013B,387276,1
BBB,2013B,387702,0
BBB,2013B,388014,1
BBB,2013B,388205,0
BBB,2013B,388360,0
BBB,2013B,388410,0
BBB,2013B,388484,0
BBB,2013B,389369,0
BBB,2013B,390220,0
BBB,2013B,390442,0
BBB,2013B,390461,0
BBB,2013B,392213,0
BBB,2013B,392281,1
